,protein,mol_id,label
50740,CHEMBL4564,83872,1
6684,CHEMBL265,278656,1
13208,CHEMBL2993,1608385,0
24253,CHEMBL3361,1347074,0
53107,CHEMBL5412,383913,1
23089,CHEMBL3247,418858,1
41809,CHEMBL1293231,595815,0
10669,CHEMBL273,1620007,0
25645,CHEMBL339,312699,1
33729,CHEMBL4653,376429,1
29019,CHEMBL3783,357026,0
25689,CHEMBL339,367167,1
16514,CHEMBL313,49627,1
26588,CHEMBL341,80965,0
39127,CHEMBL1255149,1343654,1
6298,CHEMBL2577,1150518,1
17516,CHEMBL313,6615,0
43004,CHEMBL1293231,957468,0
33423,CHEMBL4649,633549,1
44896,CHEMBL2489,1345858,1
8484,CHEMBL270,1516711,1
46418,CHEMBL3222,340880,1
38803,CHEMBL1075284,418545,1
14354,CHEMBL304,322686,1
2624,CHEMBL1293238,904463,0
26918,CHEMBL3571,363907,1
23086,CHEMBL3247,418851,1
4509,CHEMBL2470,1427368,1
18599,CHEMBL318,93523,1
49351,CHEMBL4047,125733,1
31509,CHEMBL4468,469618,1
26587,CHEMBL341,118804,0
932,CHEMBL1293238,773966,1
3764,CHEMBL2135,438690,0
26091,CHEMBL339,512650,0
20791,CHEMBL322,1797678,0
25891,CHEMBL339,1445899,1
15824,CHEMBL309,329994,1
53483,CHEMBL5769,1732067,1
4,CHEMBL1075108,621040,1
42684,CHEMBL1293231,893802,0
21651,CHEMBL3229,442349,1
15873,CHEMBL309,1762939,1
42617,CHEMBL1293231,724054,0
26971,CHEMBL3571,446956,1
2279,CHEMBL1293238,784388,0
45142,CHEMBL2567,450046,1
2716,CHEMBL1293238,912893,0
41381,CHEMBL1293231,1697851,1
6540,CHEMBL2622,1479145,0
45436,CHEMBL2792,199237,1
12204,CHEMBL2851,1054838,1
15593,CHEMBL3072,1973551,1
3083,CHEMBL1293238,743262,0
32991,CHEMBL4592,553070,1
22364,CHEMBL3229,387783,0
9243,CHEMBL270,250222,0
39025,CHEMBL1075310,1763365,1
34415,CHEMBL4921,401383,1
10914,CHEMBL276,793298,1
2280,CHEMBL1293238,763051,0
50582,CHEMBL4489,1517947,1
2779,CHEMBL1293238,730956,0
53230,CHEMBL5497,501175,0
30245,CHEMBL4027,1633237,1
26494,CHEMBL3403,356903,1
42148,CHEMBL1293231,816705,0
87,CHEMBL1075228,363269,1
34995,CHEMBL4980,2056322,1
47779,CHEMBL3719,55750,1
50743,CHEMBL4564,529823,1
8634,CHEMBL270,1735210,1
15270,CHEMBL307,116087,1
4283,CHEMBL2391,1761909,1
52932,CHEMBL5381,468322,1
15965,CHEMBL309,293285,0
26651,CHEMBL3459,1368276,0
4498,CHEMBL2470,1427353,1
48464,CHEMBL3910,426111,1
31169,CHEMBL4124,1280036,0
20940,CHEMBL322,1620007,0
7671,CHEMBL269,345531,0
28107,CHEMBL3602,1428884,1
37181,CHEMBL5669,560892,1
12490,CHEMBL2868,1171751,1
8729,CHEMBL270,1963225,1
17933,CHEMBL313,394770,0
35390,CHEMBL4980,1604458,0
42712,CHEMBL1293231,835781,0
12978,CHEMBL2993,238505,1
3769,CHEMBL2135,501649,0
29151,CHEMBL3815,471215,0
1878,CHEMBL1293238,1009074,1
51592,CHEMBL4908,2006045,1
5360,CHEMBL2564,1778943,1
12718,CHEMBL2871,521206,0
50621,CHEMBL4489,1822708,1
53155,CHEMBL5445,1515040,1
14128,CHEMBL302,236286,0
44899,CHEMBL2489,1346834,1
19902,CHEMBL3199,1830053,1
4585,CHEMBL2470,1607278,1
44813,CHEMBL2488,625966,0
44134,CHEMBL2207,1987345,1
37110,CHEMBL5582,218499,1
48826,CHEMBL3910,1439812,1
46697,CHEMBL3222,1544408,1
10637,CHEMBL273,80048,0
9989,CHEMBL273,1150016,1
3786,CHEMBL2146350,2081186,1
31599,CHEMBL4477,296533,1
36732,CHEMBL5424,1624157,1
10551,CHEMBL273,362009,0
13227,CHEMBL2993,404739,0
43777,CHEMBL1795181,1176513,0
37459,CHEMBL6140,1263182,1
37089,CHEMBL5582,217726,1
14686,CHEMBL3048,1582193,1
8174,CHEMBL270,395503,1
9533,CHEMBL273,213325,1
27924,CHEMBL3602,135462,1
49958,CHEMBL4321,2062459,1
45234,CHEMBL2567,450733,1
46042,CHEMBL3037,454435,1
22081,CHEMBL3229,1725193,1
15500,CHEMBL3072,279896,1
43269,CHEMBL1293231,1686418,0
12874,CHEMBL2922,1334158,1
13498,CHEMBL302,303835,1
6929,CHEMBL269,173329,1
8975,CHEMBL270,213197,0
46611,CHEMBL3222,1421411,1
27770,CHEMBL3571,474902,0
26903,CHEMBL3571,363845,1
1360,CHEMBL1293238,874845,1
15199,CHEMBL3067,1759178,1
45992,CHEMBL2985,294118,0
24286,CHEMBL3368,318470,1
46035,CHEMBL3037,401278,1
46162,CHEMBL3056,18702,0
16895,CHEMBL313,393992,1
5123,CHEMBL2564,683141,1
3132,CHEMBL1293238,946289,0
48988,CHEMBL3910,1960740,1
11795,CHEMBL285,41064,0
14873,CHEMBL3048,1337123,0
1991,CHEMBL1293238,1309594,1
28570,CHEMBL3753,356707,1
48280,CHEMBL3802,1999762,1
32209,CHEMBL4552,470495,1
4647,CHEMBL2496,400849,1
51465,CHEMBL4908,1993614,1
17152,CHEMBL313,549576,1
49455,CHEMBL4077,1590673,1
16671,CHEMBL313,303756,1
45627,CHEMBL2858,310820,1
41683,CHEMBL1293231,988474,0
27072,CHEMBL3571,492066,1
37681,CHEMBL6140,1993456,1
44732,CHEMBL2480,361212,0
30955,CHEMBL4124,1271526,1
26415,CHEMBL339,512494,0
30052,CHEMBL3996,392204,1
12283,CHEMBL2851,1758244,1
13283,CHEMBL2993,1949797,0
13762,CHEMBL302,1761869,1
40418,CHEMBL1293231,905766,1
52181,CHEMBL5263,1143398,1
15710,CHEMBL3072,367296,0
46808,CHEMBL3222,1704686,1
29752,CHEMBL3858,1848052,1
45068,CHEMBL2528,612882,1
34472,CHEMBL4921,647335,1
21704,CHEMBL3229,454487,1
42220,CHEMBL1293231,943420,0
47769,CHEMBL3714704,2042817,0
9481,CHEMBL273,141438,1
44648,CHEMBL2459,369808,0
32788,CHEMBL4554,685876,1
52793,CHEMBL5373,1760999,1
7901,CHEMBL270,214214,1
47648,CHEMBL3621,78292,1
48813,CHEMBL3910,1425005,1
41224,CHEMBL1293231,1326292,1
24615,CHEMBL338,372844,1
46552,CHEMBL3222,685787,1
26469,CHEMBL3399,169939,0
43644,CHEMBL1770046,1143758,0
23438,CHEMBL326,1838203,1
50327,CHEMBL4336,623744,1
14888,CHEMBL3048,1705922,0
48386,CHEMBL3910,367499,1
26465,CHEMBL3399,150184,0
30651,CHEMBL4124,436593,1
21668,CHEMBL3229,447268,1
8402,CHEMBL270,1078119,1
24898,CHEMBL338,1443973,0
44311,CHEMBL2207,1991318,1
46554,CHEMBL3222,685837,1
50885,CHEMBL4773,1736771,1
46177,CHEMBL3056,709991,0
43978,CHEMBL2181,1270529,0
51871,CHEMBL4908,2035226,1
8788,CHEMBL270,2058553,1
32548,CHEMBL4552,1746869,1
38691,CHEMBL1075269,1542817,1
6977,CHEMBL269,236169,1
19378,CHEMBL318,500069,0
25316,CHEMBL339,6753,1
46812,CHEMBL3222,1704721,1
27287,CHEMBL3571,566372,1
31299,CHEMBL4317,75565,1
273,CHEMBL1075228,2080939,1
19045,CHEMBL318,113730,0
49422,CHEMBL4077,1178438,1
26911,CHEMBL3571,363880,1
29602,CHEMBL3858,1847732,1
42985,CHEMBL1293231,791517,0
27706,CHEMBL3571,521684,0
25569,CHEMBL339,222954,1
12997,CHEMBL2993,355124,1
26962,CHEMBL3571,433803,1
5463,CHEMBL2564,1833350,1
7648,CHEMBL269,1352410,0
42087,CHEMBL1293231,866200,0
28552,CHEMBL3747,61472,1
16791,CHEMBL313,329265,1
11104,CHEMBL276,124126,0
26977,CHEMBL3571,446990,1
24334,CHEMBL3369,272163,1
34143,CHEMBL4824,2043262,1
11835,CHEMBL285,553108,0
34127,CHEMBL4824,2042253,1
18999,CHEMBL318,485760,0
25472,CHEMBL339,129924,1
26166,CHEMBL339,238416,0
30080,CHEMBL3996,1154178,1
23241,CHEMBL3252,348501,1
10706,CHEMBL273,509207,0
19125,CHEMBL318,502265,0
24527,CHEMBL338,311677,1
22192,CHEMBL3229,2073773,1
42812,CHEMBL1293231,743662,0
35134,CHEMBL4980,475337,0
1131,CHEMBL1293238,817127,1
44938,CHEMBL2489,625887,0
2370,CHEMBL1293238,1003147,0
24613,CHEMBL338,372830,1
13382,CHEMBL302,227480,1
47119,CHEMBL3232700,2055429,0
16941,CHEMBL313,401995,1
49251,CHEMBL3933,1171821,1
4226,CHEMBL2391,365664,1
23766,CHEMBL3322,1829944,1
13502,CHEMBL302,309253,1
18969,CHEMBL318,2095561,1
22473,CHEMBL3229,304765,0
31029,CHEMBL4124,1280043,1
51268,CHEMBL4908,1978186,1
18710,CHEMBL318,327187,1
48468,CHEMBL3910,426158,1
48142,CHEMBL3758064,2074462,0
22191,CHEMBL3229,2073772,1
241,CHEMBL1075228,2071603,1
39185,CHEMBL1255150,1442052,1
24086,CHEMBL3360,1155074,1
23369,CHEMBL326,361868,1
4949,CHEMBL2564,310816,1
53227,CHEMBL5497,494393,0
18739,CHEMBL318,361643,1
42438,CHEMBL1293231,742768,0
18355,CHEMBL315,63680,1
27317,CHEMBL3571,576486,1
40739,CHEMBL1293231,963605,1
21854,CHEMBL3229,1140860,1
1420,CHEMBL1293238,887555,1
49801,CHEMBL4200,794625,0
31310,CHEMBL4317,337160,1
20636,CHEMBL322,1425255,1
30309,CHEMBL4086,343720,1
18559,CHEMBL318,36725,1
25130,CHEMBL338,446110,0
21080,CHEMBL322,1564018,0
33925,CHEMBL4701,15995,1
2555,CHEMBL1293238,881459,0
7316,CHEMBL269,1387443,1
19567,CHEMBL319,1838206,1
9139,CHEMBL270,484579,0
4968,CHEMBL2564,327807,1
16704,CHEMBL313,311671,1
8692,CHEMBL270,1947802,1
28190,CHEMBL3602,1950867,1
25885,CHEMBL339,1423312,1
35589,CHEMBL5102,349719,1
32085,CHEMBL4552,161929,1
3558,CHEMBL2034805,1578611,1
30323,CHEMBL4086,1270504,1
12984,CHEMBL2993,238802,1
48318,CHEMBL3872,394632,0
11577,CHEMBL285,193958,1
11347,CHEMBL2804,340615,1
40496,CHEMBL1293231,920225,1
6291,CHEMBL2577,562853,1
26823,CHEMBL3571,4750,1
47874,CHEMBL3719,1946299,1
49991,CHEMBL4321,1523788,0
15303,CHEMBL307,516091,1
23731,CHEMBL330,4523,0
10503,CHEMBL273,1594313,0
51447,CHEMBL4908,1989389,1
37158,CHEMBL5669,501002,1
9864,CHEMBL273,489473,1
15446,CHEMBL307,523207,0
29446,CHEMBL3833,2005996,1
10773,CHEMBL276,111375,1
48960,CHEMBL3910,1624517,1
44266,CHEMBL2207,1987496,1
41725,CHEMBL1293231,811161,0
39352,CHEMBL1293231,10452,1
40000,CHEMBL1293231,834915,1
43621,CHEMBL1770046,1143761,1
44129,CHEMBL2207,1987338,1
51308,CHEMBL4908,1985519,1
39365,CHEMBL1293231,124181,1
17676,CHEMBL313,68235,0
612,CHEMBL1075232,1828662,0
5551,CHEMBL2564,1975765,1
13973,CHEMBL302,76359,0
28093,CHEMBL3602,1178304,1
1927,CHEMBL1293238,1025009,1
22247,CHEMBL3229,304728,0
5111,CHEMBL2564,633616,1
33228,CHEMBL4649,519950,1
30127,CHEMBL3996,366875,0
44582,CHEMBL2458,33817,0
6996,CHEMBL269,276177,1
18719,CHEMBL318,340431,1
48083,CHEMBL3740,2032263,0
45769,CHEMBL2858,1426964,1
13043,CHEMBL2993,603660,1
37713,CHEMBL6140,1993488,1
53587,CHEMBL6013,1064084,0
6216,CHEMBL257,50224,1
49652,CHEMBL4140,376119,1
15357,CHEMBL307,1440776,1
22902,CHEMBL324,94504,0
7981,CHEMBL270,313582,1
36322,CHEMBL5160,2077268,1
49990,CHEMBL4321,321828,0
24911,CHEMBL338,324700,0
6593,CHEMBL263,238574,1
13920,CHEMBL302,1385720,0
7365,CHEMBL269,1546658,1
53498,CHEMBL5769,1562041,0
29952,CHEMBL3858,1848047,0
28265,CHEMBL3602,1584121,0
20695,CHEMBL322,1825175,1
37709,CHEMBL6140,1993484,1
40763,CHEMBL1293231,966811,1
4172,CHEMBL2363,126175,0
22203,CHEMBL3229,2088421,1
50225,CHEMBL4335,1366250,1
37412,CHEMBL5906,472409,0
6330,CHEMBL2577,1705011,1
18246,CHEMBL3138,1622601,1
36445,CHEMBL5221,1059313,0
4552,CHEMBL2470,1561202,1
18643,CHEMBL318,191569,1
21561,CHEMBL3229,382608,1
21822,CHEMBL3229,568711,1
34382,CHEMBL4909,559503,1
34258,CHEMBL4828,1148487,1
12590,CHEMBL2871,122439,1
8304,CHEMBL270,574830,1
41781,CHEMBL1293231,586841,0
50344,CHEMBL4336,625563,1
47859,CHEMBL3719,1822707,1
3069,CHEMBL1293238,736071,0
32901,CHEMBL4566,85857,0
35665,CHEMBL5102,408252,1
21747,CHEMBL3229,488834,1
25651,CHEMBL339,312725,1
34635,CHEMBL4980,425865,1
23629,CHEMBL330,92548,1
14079,CHEMBL302,141398,0
36038,CHEMBL5102,349229,0
42451,CHEMBL1293231,812289,0
33722,CHEMBL4653,376389,1
38072,CHEMBL6140,2024663,1
3670,CHEMBL2125,1950879,1
2394,CHEMBL1293238,1028771,0
51837,CHEMBL4908,2018042,1
20866,CHEMBL322,16240,0
27657,CHEMBL3571,466307,0
39393,CHEMBL1293231,429051,1
6745,CHEMBL265,424845,0
39360,CHEMBL1293231,61414,1
5606,CHEMBL2564,1993164,1
39179,CHEMBL1255150,707086,1
24055,CHEMBL3360,340287,1
6730,CHEMBL265,397878,0
30521,CHEMBL4124,290769,1
12183,CHEMBL2851,1051706,1
22113,CHEMBL3229,1783248,1
7995,CHEMBL270,323745,1
35518,CHEMBL5102,173916,1
17450,CHEMBL313,2028734,1
52536,CHEMBL5353,1514197,1
49984,CHEMBL4321,321823,0
19186,CHEMBL318,241034,0
29748,CHEMBL3858,1848046,1
19627,CHEMBL3195,1061303,1
17035,CHEMBL313,419367,1
14844,CHEMBL3048,1582186,0
37269,CHEMBL5669,1069259,1
16110,CHEMBL311,1147461,0
9035,CHEMBL270,609160,0
40813,CHEMBL1293231,974599,1
5343,CHEMBL2564,1621543,1
37105,CHEMBL5582,218426,1
23046,CHEMBL3247,417127,1
3863,CHEMBL2331070,1522688,1
44673,CHEMBL2467,2074801,1
35164,CHEMBL4980,579136,0
25615,CHEMBL339,294349,1
33376,CHEMBL4649,615990,1
42519,CHEMBL1293231,726471,0
41042,CHEMBL1293231,1013664,1
9087,CHEMBL270,569903,0
28730,CHEMBL3762,1562113,0
10988,CHEMBL276,1762934,1
22395,CHEMBL3229,488767,0
3717,CHEMBL2129,420563,1
31366,CHEMBL4430,122072,1
6538,CHEMBL2622,489869,0
18603,CHEMBL318,95438,1
29299,CHEMBL3833,1989338,1
51427,CHEMBL4908,1989369,1
46840,CHEMBL3222,1735213,1
26196,CHEMBL339,1594316,0
37528,CHEMBL6140,1781760,1
48477,CHEMBL3910,426425,1
34188,CHEMBL4824,2042275,0
44328,CHEMBL2207,1991335,1
2166,CHEMBL1293238,867556,0
47314,CHEMBL3337,428068,1
14665,CHEMBL3048,1174961,1
44527,CHEMBL2446,299657,1
19333,CHEMBL318,88923,0
6976,CHEMBL269,236168,1
4279,CHEMBL2391,1761905,1
38699,CHEMBL1075269,1834526,1
22401,CHEMBL3229,612417,0
10168,CHEMBL273,1620005,1
30611,CHEMBL4124,411861,1
52183,CHEMBL5263,1143400,1
48706,CHEMBL3910,1138423,1
38893,CHEMBL1075284,1356679,0
32349,CHEMBL4552,1276788,1
3627,CHEMBL2073709,1948489,1
41318,CHEMBL1293231,1684452,1
4470,CHEMBL2470,595147,1
5415,CHEMBL2564,1831791,1
36644,CHEMBL5424,1178487,1
7190,CHEMBL269,608911,1
14430,CHEMBL304,549589,1
13057,CHEMBL2993,1270394,1
24174,CHEMBL3361,227326,1
41523,CHEMBL1293231,943385,0
44849,CHEMBL2489,1270505,1
41910,CHEMBL1293231,955871,0
46107,CHEMBL3037,407330,0
15221,CHEMBL3067,1963999,1
33713,CHEMBL4653,322645,1
46187,CHEMBL3084,561339,0
12042,CHEMBL2851,235819,1
2607,CHEMBL1293238,736070,0
17808,CHEMBL313,1957043,0
45601,CHEMBL2858,310571,1
47310,CHEMBL3337,352226,1
2,CHEMBL1075108,621037,1
22758,CHEMBL323,548743,1
22669,CHEMBL3229,2017080,0
16419,CHEMBL312,124728,0
48116,CHEMBL3758064,2061239,1
14663,CHEMBL3048,1141668,1
44177,CHEMBL2207,1987398,1
18546,CHEMBL318,35900,1
50006,CHEMBL4321,1142034,0
44444,CHEMBL2336,438565,1
50310,CHEMBL4336,604002,1
32845,CHEMBL4566,110389,1
33108,CHEMBL4649,105761,1
27582,CHEMBL3571,1819078,1
1215,CHEMBL1293238,843321,1
15381,CHEMBL307,2010027,1
31068,CHEMBL4124,1346181,1
13299,CHEMBL300,118765,1
7841,CHEMBL270,104919,1
21135,CHEMBL3223,311832,1
53347,CHEMBL5570,1603780,1
26182,CHEMBL339,1423427,0
38732,CHEMBL1075280,1163938,1
34659,CHEMBL4980,522690,1
41768,CHEMBL1293231,753536,0
14699,CHEMBL3048,1704949,1
7446,CHEMBL269,1946798,1
12742,CHEMBL2871,283514,0
12621,CHEMBL2871,284174,1
42208,CHEMBL1293231,955144,0
8268,CHEMBL270,564349,1
38984,CHEMBL1075294,1421581,1
14955,CHEMBL3066,304170,1
36006,CHEMBL5102,382653,0
11948,CHEMBL285,224668,0
1451,CHEMBL1293238,893862,1
24144,CHEMBL3360,604745,0
50365,CHEMBL4336,1271188,1
28445,CHEMBL3614,612782,0
40440,CHEMBL1293231,910356,1
4574,CHEMBL2470,1607263,1
18237,CHEMBL3138,1619995,1
12331,CHEMBL2851,1758218,0
31925,CHEMBL4477,419442,0
7857,CHEMBL270,150635,1
41937,CHEMBL1293231,947928,0
22077,CHEMBL3229,1725189,1
27826,CHEMBL3571,1587977,0
39108,CHEMBL1255149,1338590,1
41712,CHEMBL1293231,1678732,0
26695,CHEMBL3508,225489,1
18340,CHEMBL3148,1492211,0
24171,CHEMBL3361,129003,1
40937,CHEMBL1293231,997483,1
15341,CHEMBL307,1440337,1
11207,CHEMBL276,34331,0
7545,CHEMBL269,210474,0
44676,CHEMBL2467,2074808,1
5875,CHEMBL2564,706841,0
1099,CHEMBL1293238,809345,1
50260,CHEMBL4336,591857,1
20427,CHEMBL322,316894,1
35223,CHEMBL4980,475340,0
42161,CHEMBL1293231,969326,0
48752,CHEMBL3910,1251194,1
10829,CHEMBL276,329994,1
22722,CHEMBL3229,313051,0
13474,CHEMBL302,297083,1
6667,CHEMBL265,138363,1
52795,CHEMBL5373,1761001,1
25659,CHEMBL339,312885,1
16446,CHEMBL3124733,1623974,0
16636,CHEMBL313,278627,1
482,CHEMBL1075232,2013464,1
13060,CHEMBL2993,1338299,1
47755,CHEMBL3714704,2042823,0
47711,CHEMBL3688,1358068,1
22036,CHEMBL3229,1620453,1
3910,CHEMBL2363,82182,1
27971,CHEMBL3602,441013,1
36579,CHEMBL5424,591389,1
12543,CHEMBL2868,210864,0
8204,CHEMBL270,458593,1
32760,CHEMBL4552,1954316,0
52735,CHEMBL5373,397179,1
22091,CHEMBL3229,1749455,1
37744,CHEMBL6140,1993525,1
45562,CHEMBL2854,329157,0
39028,CHEMBL1075310,30629,0
32526,CHEMBL4552,1589473,1
15215,CHEMBL3067,1963975,1
34339,CHEMBL4828,2087874,0
52216,CHEMBL5263,1364333,1
1458,CHEMBL1293238,895939,1
5035,CHEMBL2564,401345,1
16796,CHEMBL313,329273,1
35677,CHEMBL5102,408270,1
37421,CHEMBL6129,1625183,1
12379,CHEMBL2851,435173,0
14674,CHEMBL3048,1522424,1
4260,CHEMBL2391,1057037,1
17286,CHEMBL313,1385281,1
25901,CHEMBL339,1564008,1
19727,CHEMBL3199,483868,1
52070,CHEMBL5010,1621911,0
29144,CHEMBL3815,1353028,0
44189,CHEMBL2207,1987410,1
14807,CHEMBL3048,712131,0
31233,CHEMBL4132,627452,1
21074,CHEMBL322,1559290,0
40018,CHEMBL1293231,837300,1
38504,CHEMBL6184,687627,0
40509,CHEMBL1293231,921739,1
24177,CHEMBL3361,256014,1
41940,CHEMBL1293231,1687542,0
38783,CHEMBL1075281,1950816,1
18998,CHEMBL318,178390,0
29374,CHEMBL3833,1996617,1
13649,CHEMBL302,373129,1
677,CHEMBL1293238,30629,1
21326,CHEMBL3223,1267696,0
39446,CHEMBL1293231,727888,1
37981,CHEMBL6140,1998247,1
16117,CHEMBL311,1581218,0
22494,CHEMBL3229,387773,0
16404,CHEMBL312,257372,0
34651,CHEMBL4980,522407,1
25790,CHEMBL339,554825,1
8121,CHEMBL270,365857,1
15102,CHEMBL3066,325987,0
52706,CHEMBL5373,364547,1
25715,CHEMBL339,401463,1
16647,CHEMBL313,295113,1
27409,CHEMBL3571,600731,1
32876,CHEMBL4566,180561,1
50152,CHEMBL4329,1447324,1
37451,CHEMBL6140,1263174,1
25795,CHEMBL339,557028,1
42426,CHEMBL1293231,980980,0
14083,CHEMBL302,269823,0
8721,CHEMBL270,1962804,1
14241,CHEMBL304,14239,1
28964,CHEMBL3780,1565388,1
2915,CHEMBL1293238,726548,0
51706,CHEMBL4908,2013264,1
33471,CHEMBL4649,1354357,1
52114,CHEMBL5200,1166716,1
99,CHEMBL1075228,386945,1
41566,CHEMBL1293231,993125,0
18254,CHEMBL3138,1705220,1
5224,CHEMBL2564,1366862,1
32269,CHEMBL4552,514329,1
14614,CHEMBL304,1385303,0
17002,CHEMBL313,410298,1
3375,CHEMBL1293238,792072,0
47145,CHEMBL3259471,1747867,1
21673,CHEMBL3229,450704,1
4188,CHEMBL2372,2085104,1
15445,CHEMBL307,2010054,0
51017,CHEMBL4774,582013,0
3788,CHEMBL2146350,2081189,0
11457,CHEMBL285,77843,1
43334,CHEMBL1293231,751723,0
43032,CHEMBL1293231,1697215,0
20779,CHEMBL322,373604,0
46361,CHEMBL3222,173256,1
20117,CHEMBL3199,1558209,0
38255,CHEMBL6140,2002281,0
27422,CHEMBL3571,600887,1
11648,CHEMBL285,228499,1
2808,CHEMBL1293238,793271,0
25791,CHEMBL339,555173,1
52276,CHEMBL5263,1822164,1
33010,CHEMBL4592,1565692,0
2239,CHEMBL1293238,963742,0
18566,CHEMBL318,46267,1
43599,CHEMBL1741203,1832770,0
31341,CHEMBL4317,1267680,0
20503,CHEMBL322,396215,1
47786,CHEMBL3719,321891,1
9954,CHEMBL273,624391,1
29926,CHEMBL3858,1848115,0
49879,CHEMBL4321,510108,1
31037,CHEMBL4124,1334118,1
36076,CHEMBL5102,349946,0
33364,CHEMBL4649,572845,1
29524,CHEMBL3833,2006082,1
22223,CHEMBL3229,382632,0
5510,CHEMBL2564,1975724,1
21928,CHEMBL3229,1558057,1
20086,CHEMBL3199,1945852,0
25252,CHEMBL338,394756,0
35588,CHEMBL5102,349695,1
14099,CHEMBL302,236314,0
38093,CHEMBL6140,2024684,1
27757,CHEMBL3571,337066,0
10845,CHEMBL276,431204,1
31956,CHEMBL4484,577896,1
12078,CHEMBL2851,312497,1
25436,CHEMBL339,100502,1
50772,CHEMBL4676,339983,1
16904,CHEMBL313,394757,1
25475,CHEMBL339,131346,1
36046,CHEMBL5102,296844,0
2933,CHEMBL1293238,962143,0
16786,CHEMBL313,324646,1
15927,CHEMBL309,416424,0
36367,CHEMBL5160,1364703,0
43363,CHEMBL1293231,925257,0
50887,CHEMBL4773,1736773,1
18023,CHEMBL3138,311836,1
15607,CHEMBL3072,1973566,1
45533,CHEMBL2854,1358273,1
13017,CHEMBL2993,546958,1
16646,CHEMBL313,295003,1
36377,CHEMBL5160,1464439,0
20703,CHEMBL322,1951132,1
52577,CHEMBL5353,1612909,1
23754,CHEMBL3321,1266109,1
34819,CHEMBL4980,1385105,1
16984,CHEMBL313,409200,1
49976,CHEMBL4321,1523395,0
8158,CHEMBL270,382324,1
7977,CHEMBL270,313058,1
42968,CHEMBL1293231,998155,0
42468,CHEMBL1293231,972267,0
19325,CHEMBL318,1964826,0
35886,CHEMBL5102,1275240,1
4520,CHEMBL2470,1427386,1
18235,CHEMBL3138,1564489,1
25027,CHEMBL338,324522,0
39167,CHEMBL1255149,1074566,0
45410,CHEMBL2749,379230,0
17935,CHEMBL313,549581,0
20725,CHEMBL322,1972090,1
30896,CHEMBL4124,1173502,1
6423,CHEMBL2622,1145287,1
46028,CHEMBL3037,374604,1
20942,CHEMBL322,494030,0
42264,CHEMBL1293231,1032731,0
35102,CHEMBL4980,1264696,0
16221,CHEMBL312,79795,1
19411,CHEMBL318,230757,0
4434,CHEMBL2470,510200,1
19126,CHEMBL318,160333,0
32024,CHEMBL4552,45594,1
46072,CHEMBL3037,520407,0
26680,CHEMBL3508,168281,1
40711,CHEMBL1293231,958848,1
45956,CHEMBL2878,407370,1
43555,CHEMBL1741203,815371,1
19096,CHEMBL318,1607618,0
25095,CHEMBL338,703982,0
11558,CHEMBL285,163489,1
46997,CHEMBL3222,400238,0
27164,CHEMBL3571,520066,1
42000,CHEMBL1293231,879672,0
48929,CHEMBL3910,1620072,1
9561,CHEMBL273,243190,1
14416,CHEMBL304,430385,1
30167,CHEMBL401,1581210,0
5665,CHEMBL2564,386874,0
40875,CHEMBL1293231,988408,1
27373,CHEMBL3571,600145,1
9981,CHEMBL273,677897,1
46980,CHEMBL3222,1589162,0
10241,CHEMBL273,1749362,1
16970,CHEMBL313,409176,1
18221,CHEMBL3138,1564408,1
51888,CHEMBL4908,2035243,1
45857,CHEMBL2858,1705378,1
23078,CHEMBL3247,417187,1
2621,CHEMBL1293238,995338,0
8842,CHEMBL270,1787590,0
21028,CHEMBL322,2053774,0
45090,CHEMBL2528,613838,0
27075,CHEMBL3571,498930,1
32672,CHEMBL4552,1177442,0
14009,CHEMBL302,1424294,0
19861,CHEMBL3199,1502656,1
34976,CHEMBL4980,2021405,1
19629,CHEMBL3195,1061318,1
14597,CHEMBL304,295003,0
30402,CHEMBL4092,318161,0
5721,CHEMBL2564,447984,0
50089,CHEMBL4329,72970,1
7915,CHEMBL270,250045,1
21622,CHEMBL3229,442118,1
32753,CHEMBL4552,161637,0
31319,CHEMBL4317,337550,1
12441,CHEMBL2868,129637,1
19388,CHEMBL318,240315,0
21576,CHEMBL3229,387666,1
28722,CHEMBL3762,1972681,0
30183,CHEMBL4017,710246,0
29553,CHEMBL3833,2017979,1
27934,CHEMBL3602,166241,1
36436,CHEMBL5221,2082160,1
33440,CHEMBL4649,1140115,1
52026,CHEMBL4972,1746444,1
31689,CHEMBL4477,451571,1
1734,CHEMBL1293238,978174,1
10202,CHEMBL273,1704619,1
3948,CHEMBL2363,190440,1
37807,CHEMBL6140,1997166,1
47286,CHEMBL3337,344346,1
19588,CHEMBL319,104906,0
51506,CHEMBL4908,1996652,1
47208,CHEMBL3263,1352016,1
35522,CHEMBL5102,243768,1
15678,CHEMBL3072,367308,0
51331,CHEMBL4908,1985542,1
21385,CHEMBL3229,55550,1
23573,CHEMBL329,428860,1
53432,CHEMBL5570,2007623,1
36259,CHEMBL5102,349612,0
23409,CHEMBL326,708221,1
45064,CHEMBL2528,554017,1
24878,CHEMBL338,1623366,0
34967,CHEMBL4980,2021394,1
10654,CHEMBL273,1797673,0
24726,CHEMBL338,703154,1
50191,CHEMBL4329,1577518,0
46238,CHEMBL3160,88838,1
1054,CHEMBL1293238,801695,1
52275,CHEMBL5263,1822161,1
6899,CHEMBL269,86388,1
16185,CHEMBL3114,1438478,1
25807,CHEMBL339,567178,1
